,Content type:,European public assessment reports (EPARs),Output generated at:,"Thu, 11/05/2023 - 18:46",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
896,Human,Celsentri,HIV Infections,maraviroc,maraviroc,EMEA/H/C/000811,no,Authorised,J05AX09,no,no,no,no,no,no,no,2007-09-18 00:00:00,,ViiV Healthcare B.V.,Antivirals for systemic use,,2007-07-19 00:00:00,2022-08-19 00:00:00,28,"Celsentri, in combination with other antiretroviral medicinal products, is indicated for treatment experienced adults, adolescents and children of 2 years of age and older and weighing at least 10 kg infected with only CCR5-tropic HIV-1 detectable, ",,,2018-04-12 10:13:00,2022-08-22 15:28:00,https://www.ema.europa.eu/en/medicines/human/EPAR/celsentri
897,Human,Ivabradine Zentiva,Angina Pectoris;  Heart Failure,ivabradine,ivabradine hydrochloride,EMEA/H/C/004117,no,Authorised,C01EB17,no,yes,no,no,no,no,no,2016-11-11 01:00:00,,"Zentiva, k.s.",Cardiac therapy,,2016-09-15 00:00:00,2022-08-19 00:00:00,5,"Symptomatic treatment of chronic stable angina pectoris Ivabradine is indicated for the symptomatic treatment of chronic stable angina pectoris in coronary artery disease adults with normal sinus rhythm and heart rate ≥ 70 bpm. Ivabradine is indicated:, , , 	in adults unable to tolerate or with a contra-indication to the use of beta-blockers, , , or, , , 	in combination with beta-blockers in patients inadequately controlled with an optimal beta-blocker dose. Treatment of chronic heart failure Ivabradine is indicated in chronic heart failure NYHA II to IV class with systolic dysfunction, in patients in sinus rhythm and whose heart rate is ≥ 75 bpm, in combination with standard therapy including beta-blocker therapy or when beta-blocker therapy is contraindicated or not tolerated., , ",,,2016-11-11 01:00:00,2022-08-22 15:10:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ivabradine-zentiva
898,Human,Leqvio,Hypercholesterolemia;  Dyslipidemias,inclisiran,inclisiran,EMEA/H/C/005333,no,Authorised,C10AX,yes,no,no,no,no,no,no,2020-12-09 01:00:00,,Novartis Europharm Limited,Lipid modifying agents,,2020-10-15 00:00:00,2022-08-18 00:00:00,4,"Leqvio is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet:in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin, oralone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",,,2021-01-06 16:37:00,2022-08-19 13:55:00,https://www.ema.europa.eu/en/medicines/human/EPAR/leqvio
899,Human,Pergoveris,"Infertility, Female","follitropin alfa, lutropin alfa","follitropin alfa, lutropin alfa",EMEA/H/C/000714,no,Authorised,G03GA30,no,no,no,no,no,no,no,2007-06-25 00:00:00,,Merck Europe B.V. ,"Sex hormones and modulators of the genital system, ",,,2022-08-17 00:00:00,14,"Pergoveris is indicated for the stimulation of follicular development in women with severe luteinising-hormone (LH) and follicle-stimulating-hormone deficiency.In clinical trials, these patients were defined by an endogenous serum LH level < 1.2 IU/l.",,,2018-08-20 11:55:00,2022-08-17 17:36:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pergoveris
900,Human,Dynastat,"Pain, Postoperative",parecoxib,parecoxib sodium,EMEA/H/C/000381,no,Authorised,M01AH04,no,no,no,no,no,no,no,2002-03-22 01:00:00,,Pfizer Europe MA EEIG,"Coxibs, Antiinflammatory and antirheumatic products",,,2022-06-16 00:00:00,32,"For the short-term treatment of postoperative pain in adults., ",,,2018-06-21 00:00:00,2022-08-17 15:52:00,https://www.ema.europa.eu/en/medicines/human/EPAR/dynastat
901,Human,Ciambra,"Carcinoma, Non-Small-Cell Lung;  Mesothelioma",pemetrexed,pemetrexed disodium hemipentahydrate,EMEA/H/C/003788,no,Authorised,L01BA04,no,yes,no,no,no,no,no,2015-12-02 01:00:00,,Menarini International Operations Luxembourg S.A.,Antineoplastic agents,,2015-09-24 00:00:00,2022-08-17 00:00:00,6,"Malignant pleural mesothelioma, , Ciambra in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma., , Non-small cell lung cancer, , Ciambra in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., , Ciambra is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy., , Ciambra is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., ",,,2018-08-03 12:09:00,2022-08-17 15:41:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ciambra
902,Human,Duloxetine Zentiva,"Neuralgia;  Depressive Disorder, Major;  Anxiety Disorders;  Diabetes Mellitus",duloxetine,duloxetine,EMEA/H/C/003935,no,Authorised,N06AX21,no,yes,no,no,no,no,no,2015-08-20 00:00:00,,"Zentiva, k.s.",Other antidepressants,,2015-06-25 00:00:00,2022-08-12 00:00:00,11,"Treatment depressive disorder, diabetic neuropathic pain, anxiety disorder., , Duloxetine Zentiva is indicated in adults., ",,,2017-05-17 12:01:00,2022-08-16 16:08:00,https://www.ema.europa.eu/en/medicines/human/EPAR/duloxetine-zentiva
903,Human,Zynquista,"Diabetes Mellitus, Type 1",sotagliflozin,Sotagliflozin,EMEA/H/C/004889,no,Withdrawn,A10,yes,no,no,no,no,no,no,2019-04-26 00:00:00,,Guidehouse Germany GmbH,Drugs used in diabetes,,2019-02-27 01:00:00,2022-03-22 01:00:00,3,"Zynquista is indicated as an adjunct to insulin therapy to improve glycaemic control in adults with type 1 diabetes mellitus with a Body Mass Index (BMI) ≥ 27 kg/m2, who have failed to achieve adequate glycaemic control despite optimal insulin therapy., ",,,2019-02-27 13:05:00,2022-08-16 15:34:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zynquista
904,Human,Brineura,Neuronal Ceroid-Lipofuscinoses,cerliponase alfa,cerliponase alfa,EMEA/H/C/004065,no,Authorised,A16AB,yes,no,no,no,yes,yes,yes,2017-05-30 00:00:00,,BioMarin International Limited,"Other alimentary tract and metabolism products, ",,2017-04-21 00:00:00,2022-03-28 00:00:00,6,"Brineura is indicated for the treatment of neuronal ceroid lipofuscinosis type 2 (CLN2) disease, also known as tripeptidyl peptidase 1 (TPP1) deficiency, ",,,2017-12-07 14:40:00,2022-08-16 12:23:00,https://www.ema.europa.eu/en/medicines/human/EPAR/brineura
905,Human,HBVaxPro,Hepatitis B;  Immunization,hepatitis B vaccine (recombinant DNA),"hepatitis B, recombinant surface antigen",EMEA/H/C/000373,no,Authorised,J07BC01,no,no,no,no,no,no,no,2001-04-27 00:00:00,,Merck Sharp & Dohme B.V. ,"Vaccines, ",,,2022-08-15 00:00:00,32,"5 micrograms, , HBVaxPro is indicated for active immunisation against hepatitis-B-virus infection caused by all known subtypes in individuals from birth through 15 years of age considered at risk of exposure to hepatitis-B virus., , The specific at-risk categories to be immunised are to be determined on the basis of the official recommendations., , It can be expected that hepatitis D will also be prevented by immunisation with HBVaxPro as hepatitis D (caused by the delta agent) does not occur in the absence of hepatitis-B infection., , 10 micrograms, , HBVaxPro is indicated for active immunisation against hepatitis-B-virus infection caused by all known subtypes in individuals 16 years of age or more considered at risk of exposure to hepatitis-B virus., , The specific at-risk categories to be immunised are to be determined on the basis of the official recommendations., , It can be expected that hepatitis D will also be prevented by immunisation with HBVaxPro as hepatitis D (caused by the delta agent) does not occur in the absence of hepatitis-B infection., , 40 micrograms, , HBVaxPro is indicated for the active immunisation against hepatitis-B-virus infection caused by all known subtypes in predialysis and dialysis adult patients., , It can be expected that hepatitis D will also be prevented by immunisation with HBVaxPro as hepatitis D (caused by the delta agent) does not occur in the absence of hepatitis B infection., ",,,2017-12-19 00:09:00,2022-08-16 11:29:00,https://www.ema.europa.eu/en/medicines/human/EPAR/hbvaxpro
906,Human,Sifrol,Restless Legs Syndrome;  Parkinson Disease,pramipexole,pramipexole dihydrochloride monohydrate,EMEA/H/C/000133,no,Authorised,N04BC05,no,no,no,no,no,no,no,1997-10-13 00:00:00,,Boehringer Ingelheim International GmbH,Anti-Parkinson drugs,,1997-06-18 00:00:00,2021-12-16 01:00:00,36,"Sifrol is indicated for treatment of the signs and symptoms of idiopathic Parkinson's disease, alone (without levodopa) or in combination with levodopa, i.e. over the course of the disease, though to late stages when the effect of levodopa wears off or becomes inconsistent and fluctuations of the therapeutic effect occur (end-of-dose or 'on-off' fluctuations)., , Sifrol is indicated for symptomatic treatment of moderate to severe idiopathic restless-legs syndrome in dosages up to 0.54 mg of base (0.75 mg of salt). , ",,,2018-02-08 01:00:00,2022-08-12 15:11:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sifrol
907,Human,Mirapexin,Restless Legs Syndrome;  Parkinson Disease,pramipexole,pramipexole dihydrochloride monohydrate,EMEA/H/C/000134,no,Authorised,N04BC05,no,no,no,no,no,no,no,1998-02-23 01:00:00,,Boehringer Ingelheim International GmbH,Anti-Parkinson drugs,,,2021-12-16 01:00:00,39,"Mirapexin is indicated for treatment of the signs and symptoms of idiopathic Parkinson's disease, alone (without levodopa) or in combination with levodopa, i.e. over the course of the disease, through to late stages when the effect of levodopa wears off or becomes inconsistent and fluctuations of the therapeutic effect occur (end-of-dose or 'on-off' fluctuations)., , Mirapexin is indicated for symptomatic treatment of moderate to severe idiopathic restless-legs syndrome in dosages up to 0.54 mg of base (0.75 mg of salt)., ",,,2018-06-20 00:00:00,2022-08-12 12:32:00,https://www.ema.europa.eu/en/medicines/human/EPAR/mirapexin
908,Human,Ranexa (previously Latixa),Angina Pectoris,ranolazine,ranolazine,EMEA/H/C/000805,no,Authorised,C01EB18,no,no,no,no,no,no,no,2008-07-08 00:00:00,,Menarini International Operations Luxembourg S.A. (MIOL),Cardiac therapy,,,2022-08-10 00:00:00,22,"Ranexa is indicated as add-on therapy for the symptomatic treatment of patients with stable angina pectoris who are inadequately controlled or intolerant to first-line anti-anginal therapies (such as beta-blockers and / or calcium antagonists)., ",,,2017-08-03 00:00:00,2022-08-11 13:10:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ranexa-previously-latixa
909,Human,Pemetrexed medac,"Carcinoma, Non-Small-Cell Lung;  Mesothelioma",pemetrexed,pemetrexed,EMEA/H/C/003905,no,Authorised,L01BA04,no,yes,no,no,no,no,no,2015-11-26 01:00:00,,medac Gesellschaft für klinische Spezialpräparate mbH,"Folic acid analogues, Antineoplastic agents",,2015-09-23 00:00:00,2022-08-08 00:00:00,8,"Malignant pleural mesothelioma Pemetrexed medac in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma., , Non-small cell lung cancer Pemetrexed medac in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., , Pemetrexed medac is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy., , Pemetrexed medac is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., ",,,2018-05-18 09:40:00,2022-08-09 17:14:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-medac
910,Human,Signifor,Acromegaly;  Pituitary ACTH Hypersecretion,pasireotide,pasireotide,EMEA/H/C/002052,no,Authorised,H01CB05,no,no,no,no,no,no,yes,2012-04-24 00:00:00,,Recordati Rare Diseases,Pituitary and hypothalamic hormones and analogues,,,2022-08-08 00:00:00,14,Signifor is indicated for the treatment of adult patients with Cushing’s disease for whom surgery is not an option or for whom surgery has failed.Signifor is indicated for the treatment of adult patients with acromegaly for whom surgery is not an option or has not been curative and who are inadequately controlled on treatment with another somatostatin analogue.,,,2018-04-12 14:03:00,2022-08-09 10:29:00,https://www.ema.europa.eu/en/medicines/human/EPAR/signifor
911,Human,Thymanax,"Depressive Disorder, Major",Agomelatine,Agomelatine,EMEA/H/C/000916,no,Authorised,N06AX22,no,no,no,no,no,no,no,2009-02-19 01:00:00,2006-11-18 01:00:00,Servier (Ireland) Industries Ltd,"Psychoanaleptics, ",,2006-07-27 00:00:00,2022-07-21 00:00:00,24,"Treatment of major depressive episodes in adults., ",,,2017-09-11 00:00:00,2022-08-08 19:19:00,https://www.ema.europa.eu/en/medicines/human/EPAR/thymanax
912,Human,Valdoxan,"Depressive Disorder, Major",Agomelatine,Agomelatine,EMEA/H/C/000915,no,Authorised,N06AX22,no,no,no,no,no,no,no,2009-02-19 01:00:00,,Les Laboratoires Servier,"Psychoanaleptics, ",,2008-11-20 01:00:00,2021-11-09 01:00:00,24,"Treatment of major depressive episodes in adults., ",,,2017-09-11 00:00:00,2022-08-08 09:33:00,https://www.ema.europa.eu/en/medicines/human/EPAR/valdoxan
913,Human,Braftovi,Melanoma;  Colorectal Neoplasms,encorafenib,Encorafenib,EMEA/H/C/004580,no,Authorised,L01EC03,yes,no,no,no,no,no,no,2018-09-19 00:00:00,,Pierre Fabre Medicament,Antineoplastic agents,,2018-07-26 00:00:00,2022-07-25 00:00:00,10,"Encorafenib is indicated:, , , 	in combination with binimetinib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation, 	in combination with cetuximab, for the treatment of adult patients with metastatic colorectal cancer (CRC) with a BRAF V600E mutation, who have received prior systemic therapy, , ",,,2018-07-27 13:10:00,2022-08-05 10:29:00,https://www.ema.europa.eu/en/medicines/human/EPAR/braftovi
914,Human,Myclausen,Graft Rejection,mycophenolate mofetil,mycophenolate mofetil,EMEA/H/C/001218,no,Authorised,L04AA06,no,yes,no,no,no,no,no,2010-10-07 00:00:00,,Passauer Pharma GmbH,Immunosuppressants,,,2022-08-01 00:00:00,15,"Myclausen is indicated in combination with ciclosporin and corticosteroids for the prophylaxis of acute transplant rejection in patients receiving allogeneic renal, cardiac or hepatic transplants., ",,,2018-03-05 15:20:00,2022-08-04 15:06:00,https://www.ema.europa.eu/en/medicines/human/EPAR/myclausen
915,Human,Topotecan Hospira,Uterine Cervical Neoplasms;  Small Cell Lung Carcinoma,topotecan,topotecan,EMEA/H/C/001192,no,Authorised,L01XX17,no,no,no,no,no,no,no,2010-06-09 00:00:00,,Pfizer Europe MA EEIG,Other antineoplastic agents,,2010-03-18 01:00:00,2022-08-01 00:00:00,19,"Topotecan monotherapy is indicated for the treatment of patients with relapsed small-cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate., , Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment-free interval to justify treatment with the combination., ",,,2018-04-13 20:29:00,2022-08-04 11:53:00,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-hospira
916,Human,Ervebo,"Hemorrhagic Fever, Ebola","Ebola Zaire Vaccine (rVSV∆G-ZEBOV-GP, live)","recombinant vesicular stomatitis virus (strain indiana) with a deletion of the envelope glycoprotein, replaced with the zaire ebolavirus (strain kikwit 1995) surface glycoprotein",EMEA/H/C/004554,no,Authorised,,yes,no,no,no,no,no,no,2019-11-11 01:00:00,,Merck Sharp & Dohme B.V. ,"Vaccines, ",,2019-10-17 00:00:00,2022-07-14 00:00:00,7,"Ervebo is indicated for active immunization of individuals 18 years of age or older to protect against Ebola Virus Disease (EVD) caused by Zaire Ebola virus., , The use of Ervebo should be in accordance with official recommendations., ",,,2019-12-12 17:40:00,2022-08-04 09:45:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ervebo
917,Human,Clopidogrel Viatris (previously Clopidogrel Taw Pharma),Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,clopidogrel besilate,EMEA/H/C/001189,no,Authorised,B01AC04,no,yes,no,no,no,no,no,2009-10-16 00:00:00,,Viatris Limited,Antithrombotic agents,,2009-07-23 00:00:00,2022-08-03 00:00:00,26,"Secondary prevention of atherothrombotic events Clopidogrel is indicated in:Adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.Adult patients suffering from acute coronary syndrome.Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA).ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.In patients with moderate to high-risk Transient Ischaemic Attack (TIA) or minor Ischaemic Stroke (IS) Clopidogrel in combination with ASA is indicated in:Adult patients with moderate to high-risk TIA (ABCD2 score ≥4) or minor IS (NIHSS ≤3) within 24 hours of either the TIA or IS event.Prevention of atherothrombotic and thromboembolic events in atrial fibrillation:In adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with Vitamin K antagonists (VKA) and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.For further information please refer to section 5.1.",,,2018-04-23 00:00:00,2022-08-03 15:55:00,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-viatris-previously-clopidogrel-taw-pharma
918,Human,Clopidogrel / Acetylsalicylic acid Mylan,Acute Coronary Syndrome;  Myocardial Infarction,"clopidogrel, acetylsalicylic acid","Acetylsalicylic acid, clopidogrel hydrogen sulfate",EMEA/H/C/004996,no,Authorised,B01AC30,no,yes,no,no,no,no,no,2020-01-09 01:00:00,,Mylan Pharmaceuticals Limited,Antithrombotic agents,,2019-11-14 01:00:00,2022-08-02 00:00:00,4,"Clopidogrel/Acetylsalicylic acid Mylan is indicated for the secondary prevention of atherothrombotic events in adult patients already taking both clopidogrel and acetylsalicylic acid (ASA)., , Clopidogrel/Acetylsalicylic acid Mylan is a fixed-dose combination medicinal product for continuation of therapy in:, , , 	Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction) including patients undergoing a stent placement following percutaneous coronary intervention, 	ST segment elevation acute myocardial infarction in medically treated patients eligible for thrombolytic therapy, , ",,,2020-01-24 18:30:00,2022-08-02 13:04:00,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-acetylsalicylic-acid-mylan
919,Human,Bonviva,"Osteoporosis, Postmenopausal",ibandronic acid,ibandronic acid,EMEA/H/C/000501,no,Authorised,M05BA06,no,no,no,no,no,no,no,2004-02-23 01:00:00,,Atnahs Pharma Netherlands B.V.,Drugs for treatment of bone diseases,,2003-10-23 00:00:00,2022-07-25 00:00:00,29,"Treatment of osteoporosis in postmenopausal women at increased risk of fracture (see section 5.1). A reduction in the risk of vertebral fractures has been demonstrated, efficacy on femoral neck fractures has not been established., ",,,2018-07-10 00:00:00,2022-08-02 10:59:00,https://www.ema.europa.eu/en/medicines/human/EPAR/bonviva
920,Human,Okedi,Schizophrenia,risperidone,Risperidone,EMEA/H/C/005406,no,Authorised,N05AX08,no,no,no,no,no,no,no,2022-02-14 01:00:00,,"Laboratorios Farmacéuticos Rovi, S.A.",Psycholeptics,,2021-12-16 01:00:00,2022-07-23 00:00:00,1,"Treatment of schizophrenia in adults for whom tolerability and effectiveness has been established with oral risperidone., ",,,2021-12-15 15:31:00,2022-08-01 11:44:00,https://www.ema.europa.eu/en/medicines/human/EPAR/okedi
921,Human,Strimvelis,Severe Combined Immunodeficiency,autologous CD34+ enriched cell fraction that contains CD34+ cells transduced with retroviral vector that encodes for the human ADA cDNA sequence,autologous CD34+ enriched cell fraction that contains CD34+ cells transduced with retroviral vector that encodes for the human adenosine deaminase (ADA) cDNA sequence from human haematopoietic stem/progenitor (CD34+) cells,EMEA/H/C/003854,no,Authorised,L03,yes,no,no,no,no,no,yes,2016-05-26 00:00:00,,Orchard Therapeutics (Netherlands) BV,"Immunostimulants, ",,2016-03-31 00:00:00,2022-07-21 00:00:00,8,"Strimvelis is indicated for the treatment of patients with severe combined immunodeficiency due to adenosine deaminase deficiency (ADA-SCID), for whom no suitable human leukocyte antigen (HLA)-matched related stem cell donor is available (see section 4.2 and section 4.4)., ",,,2018-08-23 16:16:00,2022-08-01 11:20:00,https://www.ema.europa.eu/en/medicines/human/EPAR/strimvelis
922,Human,Sogroya,Growth,somapacitan,Somapacitan,EMEA/H/C/005030,no,Authorised,,yes,no,no,no,no,no,yes,2021-03-31 00:00:00,,Novo Nordisk A/S,Pituitary and hypothalamic hormones and analogues,,,2022-04-25 00:00:00,1,Sogroya is indicated for the replacement of endogenous growth hormone (GH) in adults with growth hormone deficiency (AGHD).,,,2021-04-15 14:34:00,2022-08-01 09:38:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sogroya
923,Human,Zubsolv,Opioid-Related Disorders,"buprenorphine, naloxone","Buprenorphine hydrochloride, Naloxone hydrochloride dihydrate",EMEA/H/C/004407,no,Authorised,N07BC51,no,no,no,no,no,no,no,2017-11-10 01:00:00,,Accord Healthcare S.L.U.,Other nervous system drugs,,,2022-07-27 00:00:00,8,"Substitution treatment for opioid drug dependence, within a framework of medical, social and psychological treatment., , The intention of the naloxone component is to deter intravenous misuse. Treatment is intended for use in adults and adolescents over 15 years of age who have agreed to be treated for addiction., ",,,2018-02-02 17:47:00,2022-07-29 16:03:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zubsolv
924,Human,Entecavir Accord,"Hepatitis B, Chronic",entecavir,Entecavir,EMEA/H/C/004458,no,Authorised,J05AF10,no,yes,no,no,no,no,no,2017-09-25 00:00:00,,Accord Healthcare S.L.U.,Antivirals for systemic use,,2017-07-19 00:00:00,2022-07-01 00:00:00,5,"Entecavir Accord is indicated for the treatment of chronic hepatitis B virus (HBV) infection in adults with:, , , 	compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active inflammation and/or fibrosis., 	decompensated liver disease., , , For both compensated and decompensated liver disease, this indication is based on clinical trial data in nucleoside naive patients with HBeAg positive and HBeAg negative HBV infection. With respect to patients with lamivudine-refractory hepatitis B., , Entecavir Accord is also indicated for the treatment of chronic HBV infection in nucleoside naive paediatric patients from 2 to ",,,2017-09-26 12:01:00,2022-07-29 15:07:00,https://www.ema.europa.eu/en/medicines/human/EPAR/entecavir-accord
925,Human,Vaborem,"Urinary Tract Infections;  Bacteremia;  Bacterial Infections;  Respiratory Tract Infections;  Pneumonia;  Pneumonia, Ventilator-Associated","meropenem, vaborbactam","meropenem trihydrate, vaborbactam",EMEA/H/C/004669,no,Authorised,J01DH,yes,no,no,no,no,no,no,2018-11-20 01:00:00,,Menarini International Operations Luxembourg S.A.,"Antibacterials for systemic use, ",,2018-09-20 00:00:00,2022-05-19 00:00:00,6,"Vaborem is indicated for the treatment of the following infections in adults:, , , 	Complicated urinary tract infection (cUTI), including pyelonephritis, 	Complicated intra-abdominal infection (cIAI), 	Hospital-acquired pneumonia (HAP), including ventilator associated pneumonia (VAP)., , , Treatment of patients with bacteraemia that occurs in association with, or is suspected to be associated with, any of the infections listed above., , Vaborem is also indicated for the treatment of infections due to aerobic Gram-negative organisms in adults with limited treatment options., , Consideration should be given to official guidance on the appropriate use of antibacterial agents., ",,,2018-12-18 16:01:00,2022-07-29 12:23:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vaborem
926,Human,Tigecycline Accord,"Soft Tissue Infections;  Intraabdominal Infections;  Bacterial Infections;  Skin Diseases, Infectious",tigecycline,Tigecycline,EMEA/H/C/005114,no,Authorised,J01AA12,no,yes,no,no,no,no,no,2020-04-17 00:00:00,,Accord Healthcare S.L.U.,"Antibacterials for systemic use, ",,,2022-07-21 00:00:00,4,"Tygecycline Accord is indicated in adults and in children from the age of eight years for the treatment of the following infections (see sections 4.4 and 5.1):, , , 	Complicated skin and soft tissue infections (cSSTI), excluding diabetic foot infections (see section 4.4), 	Complicated intra-abdominal infections (cIAI), , , Tygecycline Accord should be used only in situations where other alternative antibiotics are not suitable (see sections 4.4, 4.8 and 5.1)., , Consideration should be given to official guidance on the appropriate use of antibacterial agents., ",,,2020-04-24 11:27:00,2022-07-29 11:16:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tigecycline-accord
927,Human,Amversio,Homocystinuria,betaine anhydrous,betaine,EMEA/H/C/005637,no,Authorised,A16AA06,yes,yes,no,no,no,no,no,2022-05-05 00:00:00,,SERB SA,"Other alimentary tract and metabolism products, ",,2022-02-24 01:00:00,2022-05-05 00:00:00,,"Amversio is indicated as adjunctive treatment of homocystinuria, involving deficiencies or defects in:, •         cystathionine beta-synthase (CBS),, •         5,10 methylene tetrahydrofolate reductase (MTHFR),, •         cobalamin cofactor metabolism (cbl)., ",,,2022-02-21 17:57:00,2022-07-28 15:51:00,https://www.ema.europa.eu/en/medicines/human/EPAR/amversio
928,Human,Supemtek,"Influenza, Human","Quadrivalent influenza vaccine (recombinant, prepared in cell culture)","Influenza A virus subtype H1N1 haemagglutinin, recombinant, Influenza A virus subtype H3N2 haemagglutinin, recombinant, Influenza B virus Victoria lineage haemagglutinin, recombinant, Influenza B virus Yamagata lineage haemagglutinin, recombinant",EMEA/H/C/005159,no,Authorised,J07BB02,yes,no,no,no,no,no,no,2020-11-16 01:00:00,,Sanofi Pasteur,"Vaccines, ",,2020-09-17 00:00:00,2022-07-22 00:00:00,2,"Supemtek is indicated for active immunization for the prevention of influenza disease in adults., , Supemtek should be used in accordance with official recommendations., ",,,2020-11-25 16:57:00,2022-07-28 15:01:00,https://www.ema.europa.eu/en/medicines/human/EPAR/supemtek
929,Human,Ryeqo,Leiomyoma,"relugolix, estradiol, norethisterone acetate","Relugolix, norethisterone acetate, estradiol hemihydrate",EMEA/H/C/005267,no,Authorised,H01CC54,yes,no,no,no,no,no,no,2021-07-16 00:00:00,,Gedeon Richter Plc.,Pituitary and hypothalamic hormones and analogues,,2021-07-16 00:00:00,2022-06-30 00:00:00,4,"Ryeqo is indicated for treatment of moderate to severe symptoms of uterine fibroids in adult women of reproductive age., ",,,2021-05-19 14:14:00,2022-07-27 17:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ryeqo
930,Human,Pemetrexed Sandoz,"Carcinoma, Non-Small-Cell Lung;  Mesothelioma",pemetrexed,pemetrexed disodium hemipentahydrate,EMEA/H/C/004011,no,Authorised,L01BA04,no,yes,no,no,no,no,no,2015-09-18 00:00:00,,Sandoz GmbH,Antineoplastic agents,,2015-07-23 00:00:00,2022-07-26 00:00:00,7,"Malignant pleural mesothelioma, , Pemetrexed Sandoz in combination with cisplatin is indicated for the treatment of chemotherapy naive patients with unresectable malignant pleural mesothelioma., , Non-small cell lung cancer, , Pemetrexed Sandoz in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., , Pemetrexed Sandoz is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy., , Pemetrexed Sandoz is indicated as monotherapy for the second-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., ",,,2018-04-24 12:01:00,2022-07-27 15:32:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-sandoz
